N,P,K,temperature,humidity,ph,rainfall,season,location,label
33.86,43.21,60.32,18.99,84.02,6.06,246.63,Annual,Tamil Nadu,cardamom
44.39,45.45,41.36,25.23,61.57,6.31,85.89,Kharif,Karnataka,fingermillet
97.84,38.47,24.4,21.19,62.05,5.29,26.39,Kharif,Karnataka,maize
107.51,80.26,64.96,21.36,69.11,6.81,53.03,Kharif,West Bengal,tomato
109.18,28.59,67.0,28.15,91.18,4.88,217.36,Annual,Kerala,tea
143.55,37.33,44.7,20.72,62.9,6.61,101.4,Rabi,Punjab,wheat
82.88,27.99,67.51,18.5,57.42,6.2,58.82,Rabi,Maharashtra,onion
34.04,22.58,54.48,22.94,94.5,7.33,90.36,Annual,Karnataka,pomegranate
129.78,78.13,109.09,18.59,72.29,5.64,50.6,Rabi,Uttar Pradesh,potato
30.45,61.62,82.9,25.76,16.75,7.8,96.59,Rabi,Andhra Pradesh,chickpea
120.32,56.73,48.02,20.44,50.28,5.92,51.06,Rabi,Madhya Pradesh,wheat
106.53,34.35,61.08,26.41,77.0,5.17,198.51,Annual,Kerala,tea
51.44,31.16,35.66,21.84,58.35,6.04,66.45,Kharif,Andhra Pradesh,fingermillet
82.94,43.51,49.67,20.71,72.52,6.34,27.08,Rabi,Uttar Pradesh,spinach
40.04,19.9,22.8,21.45,49.9,7.03,52.49,Rabi,Karnataka,coriander
98.71,68.13,6.33,21.05,58.07,5.67,58.06,Kharif,Karnataka,maize
75.72,52.71,56.06,23.25,53.35,6.77,66.43,Rabi,Kerala,onion
23.65,37.45,46.38,13.04,50.61,6.52,59.51,Rabi,Andhra Pradesh,peas
80.69,16.14,48.28,27.35,94.04,6.65,30.17,Zaid,Andhra Pradesh,muskmelon
25.51,19.08,26.42,29.36,56.47,5.62,116.01,Annual,Andhra Pradesh,mango
97.81,63.65,22.39,19.62,51.58,6.21,34.91,Rabi,Tamil Nadu,spinach
88.91,107.26,58.98,23.92,81.16,6.21,99.37,Annual,Kerala,banana
91.36,51.44,19.5,24.85,77.78,5.71,194.87,Kharif,Karnataka,rice
73.92,71.75,100.55,27.17,74.36,5.76,191.25,Kharif,Karnataka,ginger
32.46,78.75,0.0,27.67,64.63,6.77,82.95,Kharif,Kerala,blackgram
46.25,67.68,58.89,30.82,94.13,6.63,179.03,Annual,Karnataka,papaya
37.96,35.97,51.97,22.79,85.55,4.95,225.19,Annual,Maharashtra,blackpepper
99.72,50.49,29.54,18.6,63.12,6.71,104.45,Rabi,Uttar Pradesh,wheat
150.0,66.6,81.38,27.99,73.92,6.8,160.72,Annual,Andhra Pradesh,sugarcane
25.85,21.49,24.09,30.25,93.31,5.58,160.66,Annual,Karnataka,coconut
27.43,122.06,203.48,19.66,91.21,5.96,123.21,Rabi,Uttar Pradesh,apple
77.29,48.34,26.43,24.63,67.9,5.99,27.73,Rabi,West Bengal,spinach
88.75,36.13,76.8,11.25,50.83,6.05,67.58,Rabi,Punjab,carrot
86.97,23.97,39.14,19.22,39.43,6.65,30.13,Rabi,Uttar Pradesh,mustard
21.46,72.12,28.69,20.4,70.98,6.69,26.55,Rabi,Madhya Pradesh,lentil
29.27,78.58,17.1,26.8,47.4,6.19,196.61,Kharif,Madhya Pradesh,pigeonpeas
72.99,54.85,74.57,19.41,55.45,6.27,58.22,Rabi,Karnataka,garlic
25.59,46.71,40.67,26.34,54.48,5.79,50.77,Kharif,Karnataka,groundnut
7.46,61.29,35.64,24.69,61.39,6.56,20.39,Rabi,West Bengal,lentil
77.03,19.41,48.18,27.35,84.9,6.5,46.0,Zaid,Andhra Pradesh,watermelon
81.27,67.67,26.68,28.2,69.75,6.84,80.25,Kharif,Andhra Pradesh,maize
84.67,33.86,75.52,19.54,59.2,6.61,29.93,Rabi,Karnataka,onion
74.74,47.16,119.96,24.68,75.82,6.27,156.89,Kharif,Kerala,ginger
70.33,36.04,15.75,24.55,56.26,6.66,64.24,Kharif,Maharashtra,sorghum
128.24,79.41,57.54,18.17,87.88,6.86,53.72,Rabi,Uttar Pradesh,cauliflower
57.64,38.11,28.57,23.83,81.37,6.49,75.19,Kharif,Tamil Nadu,fingermillet
31.41,25.88,9.36,21.97,55.63,6.16,46.78,Kharif,Andhra Pradesh,sesame
68.43,34.79,65.73,24.32,51.61,6.4,40.49,Rabi,Madhya Pradesh,onion
28.92,68.7,15.58,29.63,65.44,7.34,68.54,Kharif,Tamil Nadu,blackgram
22.51,14.61,37.02,27.46,95.13,6.29,188.87,Annual,Tamil Nadu,coconut
44.67,24.8,56.8,25.66,84.76,6.34,182.87,Annual,West Bengal,blackpepper
89.33,49.58,52.16,14.32,64.13,6.94,33.96,Rabi,Punjab,garlic
20.61,51.61,17.86,29.98,92.89,6.63,75.95,Kharif,Maharashtra,mungbean
55.65,46.79,112.97,22.25,84.02,6.28,185.39,Kharif,Kerala,ginger
18.37,57.68,51.56,26.22,66.09,6.57,97.41,Kharif,Madhya Pradesh,soybean
20.35,130.06,210.0,26.42,90.23,5.5,138.38,Rabi,Maharashtra,apple
103.87,45.35,37.17,24.68,83.12,6.45,190.01,Kharif,Karnataka,rice
84.92,63.85,33.59,30.94,49.96,6.86,66.42,Kharif,West Bengal,okra
29.61,36.6,15.29,27.41,54.07,6.66,59.92,Kharif,Andhra Pradesh,sesame
82.63,35.05,43.06,26.96,80.13,7.09,164.41,Kharif,West Bengal,jute
60.27,44.93,52.33,26.49,55.27,6.7,60.0,Zaid,Karnataka,sunflower
91.95,61.4,33.4,19.78,65.3,6.11,66.37,Rabi,Kerala,spinach
22.95,17.6,21.41,25.51,100.0,5.54,184.25,Annual,Karnataka,coconut
18.67,19.72,53.24,23.77,66.07,7.33,93.9,Kharif,Tamil Nadu,groundnut
31.68,22.29,57.8,20.76,83.19,5.08,154.99,Annual,Karnataka,cardamom
56.07,62.92,96.32,30.49,82.73,5.73,234.51,Kharif,Kerala,ginger
43.04,49.32,60.75,27.9,55.41,5.56,60.8,Kharif,Tamil Nadu,groundnut
150.0,57.61,129.52,30.31,76.9,6.82,150.36,Annual,Uttar Pradesh,sugarcane
17.86,51.56,40.83,24.47,69.38,6.55,65.6,Kharif,Kerala,groundnut
19.97,16.05,15.23,27.87,68.4,7.08,75.26,Annual,Uttar Pradesh,guava
21.42,117.19,208.61,29.4,85.21,6.41,49.3,Annual,Maharashtra,grapes
92.84,49.3,43.92,27.43,57.66,6.75,42.89,Rabi,Uttar Pradesh,spinach
150.0,72.56,95.31,31.57,86.12,5.82,177.07,Annual,Maharashtra,sugarcane
113.55,92.2,49.6,21.91,78.84,5.89,112.15,Annual,Maharashtra,banana
75.0,56.5,85.23,25.39,78.38,5.64,140.68,Kharif,Karnataka,turmeric
117.53,20.2,49.24,26.0,95.32,5.93,27.43,Zaid,Andhra Pradesh,muskmelon
22.51,51.28,22.94,17.91,45.52,6.17,50.57,Rabi,Madhya Pradesh,fenugreek
28.88,54.41,15.33,22.91,26.21,5.62,110.75,Kharif,Madhya Pradesh,kidneybeans
50.4,23.8,19.08,31.11,39.82,6.76,41.76,Kharif,Maharashtra,pearlmillet
10.17,48.38,18.67,20.09,67.44,6.66,45.3,Rabi,Uttar Pradesh,lentil
55.89,37.89,58.68,16.52,56.94,6.75,64.3,Rabi,Karnataka,onion
134.06,79.7,117.36,20.32,70.92,5.75,64.84,Rabi,Punjab,potato
116.7,92.74,50.9,34.45,78.17,5.26,69.63,Annual,Maharashtra,banana
30.15,46.65,37.45,29.7,73.82,6.03,69.43,Kharif,Andhra Pradesh,groundnut
96.04,30.49,56.34,24.6,88.23,4.39,221.47,Annual,Kerala,tea
104.34,45.76,53.34,20.42,76.22,6.24,74.66,Kharif,West Bengal,brinjal
104.63,33.23,40.75,24.72,63.98,6.44,179.17,Annual,Tamil Nadu,coffee
101.49,30.48,70.15,23.07,94.74,4.63,240.18,Annual,Kerala,tea
108.54,67.39,72.94,18.88,65.74,6.42,72.35,Rabi,Telangana,cauliflower
121.65,66.1,90.14,19.23,68.29,6.91,50.77,Rabi,West Bengal,cauliflower
64.45,39.15,25.4,14.47,71.27,5.51,93.3,Kharif,Karnataka,maize
35.52,58.2,24.04,31.34,55.96,6.46,84.32,Kharif,Maharashtra,blackgram
92.52,29.13,22.4,22.81,49.69,7.18,184.74,Annual,Kerala,coffee
57.54,42.63,98.38,30.4,93.71,5.51,150.36,Kharif,West Bengal,turmeric
60.66,36.68,2.37,27.8,59.42,7.16,50.89,Kharif,Telangana,pearlmillet
32.7,150.0,176.16,18.53,73.82,6.52,76.26,Annual,Maharashtra,grapes
127.95,82.62,141.68,13.32,69.09,5.12,29.26,Rabi,Uttar Pradesh,potato
44.48,29.44,25.87,17.39,34.17,7.0,38.18,Rabi,Uttar Pradesh,coriander
24.48,57.41,18.62,27.66,50.46,6.05,132.62,Kharif,Tamil Nadu,pigeonpeas
43.86,39.69,76.09,25.58,78.63,5.3,164.63,Annual,Kerala,blackpepper
122.37,41.94,70.86,27.14,75.13,6.59,60.05,Kharif,West Bengal,brinjal
26.14,60.96,25.82,24.02,95.05,7.23,42.36,Kharif,Madhya Pradesh,mungbean
100.51,89.04,109.27,26.9,66.0,4.67,85.5,Rabi,Punjab,potato
39.04,10.92,32.4,28.14,93.12,6.45,188.63,Annual,Karnataka,coconut
29.27,31.77,19.41,20.67,54.28,5.93,20.17,Rabi,Maharashtra,coriander
22.48,76.37,22.32,18.7,62.93,7.05,52.82,Rabi,Madhya Pradesh,lentil
31.67,23.07,67.71,20.98,78.38,6.33,188.11,Annual,Kerala,cardamom
74.99,62.48,61.43,24.37,57.48,6.42,68.75,Kharif,West Bengal,brinjal
21.58,4.22,29.02,19.71,61.75,6.64,93.45,Annual,Uttar Pradesh,guava
108.88,10.88,52.14,25.69,85.58,6.16,24.5,Zaid,Punjab,muskmelon
43.8,64.65,16.74,28.75,77.76,6.88,62.92,Kharif,Andhra Pradesh,blackgram
31.39,61.57,31.29,23.43,57.63,7.19,56.73,Rabi,West Bengal,lentil
111.68,88.51,55.92,30.47,85.11,5.85,129.76,Annual,Tamil Nadu,banana
95.78,63.95,70.32,25.18,72.38,5.52,60.91,Kharif,West Bengal,brinjal
123.23,70.26,50.62,28.39,75.69,5.65,87.16,Annual,Karnataka,banana
34.55,73.83,63.7,16.64,18.64,7.25,86.44,Rabi,Uttar Pradesh,chickpea
67.39,35.15,31.39,32.37,91.01,6.04,215.46,Kharif,Andhra Pradesh,rice
71.87,51.48,24.34,24.98,64.16,6.01,111.14,Kharif,Andhra Pradesh,maize
96.09,83.74,48.77,31.72,85.05,6.02,85.92,Annual,Maharashtra,banana
27.02,72.39,62.57,18.2,26.06,6.76,92.4,Rabi,Maharashtra,chickpea
103.39,72.23,57.19,19.44,66.27,5.88,34.47,Rabi,Maharashtra,cauliflower
84.77,68.35,54.49,23.08,59.64,6.95,42.45,Kharif,Maharashtra,tomato
53.91,45.83,92.22,18.16,85.56,6.48,136.24,Kharif,Karnataka,ginger
66.06,49.95,47.58,15.77,56.0,6.52,43.73,Rabi,Uttar Pradesh,spinach
94.46,49.72,57.41,21.29,46.91,6.41,49.25,Rabi,Madhya Pradesh,onion
58.48,24.1,18.17,17.18,54.07,6.56,68.69,Rabi,Madhya Pradesh,coriander
121.81,81.62,72.79,18.44,84.66,5.82,71.71,Rabi,West Bengal,cauliflower
33.94,47.69,21.5,30.48,72.73,6.3,47.87,Rabi,Andhra Pradesh,coriander
16.53,16.81,25.54,27.8,95.72,6.86,203.77,Annual,Andhra Pradesh,coconut
25.07,121.61,182.62,22.92,86.58,5.67,60.06,Annual,Karnataka,grapes
104.38,82.55,119.13,16.8,74.85,4.92,51.08,Rabi,Punjab,potato
58.74,25.84,28.4,21.49,60.84,6.76,79.21,Kharif,Maharashtra,sorghum
49.42,44.3,32.76,28.93,40.85,6.53,31.53,Kharif,Punjab,pearlmillet
58.31,46.03,31.08,17.65,52.17,6.01,49.54,Rabi,Madhya Pradesh,mustard
45.62,62.26,95.45,25.96,83.83,5.3,208.51,Kharif,Madhya Pradesh,ginger
8.24,58.94,44.78,28.2,62.89,6.29,61.12,Kharif,Karnataka,groundnut
45.02,37.47,5.98,25.96,54.0,6.81,15.0,Rabi,West Bengal,coriander
101.17,52.99,46.51,21.49,60.04,6.21,65.06,Kharif,Andhra Pradesh,tomato
70.96,57.1,37.08,18.32,38.03,5.82,32.39,Rabi,Telangana,mustard
100.14,41.32,27.3,20.8,45.25,6.43,26.42,Rabi,Punjab,mustard
17.35,31.3,24.77,30.03,70.85,7.3,41.09,Kharif,Maharashtra,mothbeans
13.47,8.32,20.08,28.79,91.8,5.84,124.76,Annual,Maharashtra,orange
25.61,50.53,18.07,26.3,42.56,6.5,50.29,Kharif,Karnataka,mothbeans
90.41,23.17,20.47,18.41,66.2,6.06,178.22,Annual,Maharashtra,coffee
104.79,39.42,48.06,27.03,77.23,6.59,257.94,Kharif,Punjab,rice
96.58,21.8,55.74,26.02,86.78,6.17,31.56,Zaid,Karnataka,muskmelon
43.73,26.04,23.6,16.9,52.65,6.56,47.03,Rabi,Andhra Pradesh,coriander
91.93,66.77,48.33,20.61,65.12,6.73,54.49,Rabi,West Bengal,spinach
16.05,53.54,15.91,27.33,72.89,6.55,51.37,Kharif,Andhra Pradesh,mungbean
29.53,138.71,193.34,21.83,93.76,5.4,96.61,Rabi,West Bengal,apple
51.2,37.16,15.26,30.67,55.29,5.82,80.3,Kharif,Karnataka,fingermillet
74.0,34.29,57.07,19.24,85.24,4.28,247.69,Annual,Andhra Pradesh,tea
14.06,55.9,34.18,21.54,76.26,7.02,63.81,Rabi,Madhya Pradesh,lentil
48.6,63.95,18.07,30.57,62.95,6.93,85.56,Kharif,Tamil Nadu,blackgram
96.25,38.01,48.23,19.88,85.13,5.39,203.77,Annual,Kerala,tea
55.44,56.92,74.31,13.65,12.45,6.45,87.64,Rabi,Uttar Pradesh,chickpea
40.41,36.82,37.17,20.06,53.54,5.51,48.4,Kharif,Andhra Pradesh,sesame
25.37,26.59,31.8,25.35,93.79,6.19,82.83,Annual,Uttar Pradesh,pomegranate
23.38,24.11,26.48,21.74,89.26,6.2,130.92,Annual,Karnataka,pomegranate
75.55,63.1,56.67,16.84,52.37,7.11,31.56,Rabi,Tamil Nadu,garlic
44.52,72.36,27.15,29.94,55.65,7.45,69.98,Kharif,Maharashtra,blackgram
132.04,14.88,41.36,27.63,60.48,6.82,201.37,Annual,Maharashtra,coffee
12.16,16.62,27.04,25.88,54.18,6.32,83.99,Annual,Uttar Pradesh,guava
93.89,27.68,40.27,23.05,87.14,5.23,221.89,Annual,Kerala,tea
9.86,70.05,43.89,22.05,66.11,6.63,65.79,Kharif,Tamil Nadu,groundnut
11.19,36.59,11.81,26.92,78.86,6.68,47.52,Kharif,Madhya Pradesh,mungbean
79.15,52.85,70.04,26.2,64.03,6.98,61.18,Kharif,Uttar Pradesh,okra
9.56,133.13,205.76,20.14,81.74,6.59,99.37,Annual,Karnataka,grapes
47.3,35.09,17.88,21.85,42.42,6.01,46.52,Rabi,Madhya Pradesh,coriander
71.15,74.01,55.6,21.98,50.37,6.61,70.78,Zaid,Maharashtra,sunflower
34.21,27.55,30.37,27.31,62.85,6.81,23.28,Kharif,Uttar Pradesh,pearlmillet
64.7,41.72,80.37,21.08,80.13,5.69,182.63,Kharif,Kerala,ginger
67.18,47.5,49.83,23.91,64.4,6.58,69.5,Zaid,Karnataka,cucumber
106.58,16.83,56.94,30.78,92.07,6.88,36.7,Zaid,Karnataka,watermelon
15.08,5.4,26.4,23.46,43.9,6.57,112.36,Annual,Uttar Pradesh,guava
111.19,62.48,64.68,12.77,68.26,6.45,49.8,Rabi,Punjab,cauliflower
56.54,59.93,103.39,15.77,69.8,6.34,67.62,Rabi,Karnataka,carrot
61.68,47.17,38.13,38.72,85.88,6.69,191.29,Annual,Andhra Pradesh,papaya
85.24,19.98,16.39,22.04,58.66,6.68,148.25,Annual,Karnataka,coffee
24.96,10.46,23.98,21.08,60.03,5.92,76.36,Annual,Uttar Pradesh,guava
129.42,51.47,62.64,19.13,51.03,6.26,62.36,Rabi,Karnataka,cabbage
91.01,47.89,46.31,20.63,80.4,6.01,204.44,Kharif,West Bengal,rice
99.86,39.52,7.23,24.62,85.92,7.61,58.21,Kharif,Karnataka,cotton
93.47,53.46,58.25,19.89,58.63,6.23,80.75,Rabi,Madhya Pradesh,wheat
26.35,134.59,199.4,21.15,77.15,5.82,76.9,Annual,Karnataka,grapes
121.62,81.07,97.56,19.87,77.09,5.42,73.35,Rabi,Punjab,potato
39.09,30.1,38.19,28.84,57.38,5.87,38.96,Kharif,West Bengal,pearlmillet
43.5,27.31,6.36,21.47,43.74,6.6,64.03,Rabi,Karnataka,coriander
16.64,26.38,23.62,20.86,45.13,7.15,53.61,Rabi,Madhya Pradesh,fenugreek
94.23,57.11,63.0,23.99,49.04,5.9,68.19,Kharif,Andhra Pradesh,brinjal
41.38,20.45,10.7,27.96,49.31,6.72,45.15,Kharif,Maharashtra,pearlmillet
87.34,52.09,50.21,23.23,80.79,6.64,191.34,Kharif,West Bengal,jute
83.19,42.12,38.83,22.74,70.7,6.37,49.38,Zaid,Maharashtra,cucumber
99.34,11.27,51.49,27.9,95.71,5.86,16.95,Zaid,Andhra Pradesh,muskmelon
17.58,10.36,38.54,23.53,87.97,6.62,83.35,Annual,Maharashtra,pomegranate
81.96,49.96,42.75,25.94,68.53,6.22,51.51,Zaid,Punjab,cucumber
26.75,127.12,183.97,18.29,72.65,6.71,36.81,Annual,Maharashtra,grapes
125.37,59.88,30.03,20.79,58.53,7.33,91.57,Rabi,Madhya Pradesh,wheat
26.37,30.8,58.18,21.94,81.68,6.0,191.59,Annual,Kerala,blackpepper
85.07,41.13,37.29,22.31,81.83,4.93,209.54,Annual,Punjab,tea
93.61,28.73,60.02,24.73,80.37,7.12,52.05,Zaid,Madhya Pradesh,watermelon
28.06,66.11,44.15,24.38,62.37,6.88,73.73,Kharif,Maharashtra,soybean
59.51,55.59,98.26,30.05,82.17,5.44,86.32,Kharif,Andhra Pradesh,turmeric
41.3,46.12,26.62,22.15,48.9,6.06,36.87,Rabi,Uttar Pradesh,fenugreek
55.7,55.96,118.81,28.11,81.36,6.26,217.62,Kharif,Andhra Pradesh,turmeric
34.66,72.99,29.42,32.69,98.5,6.98,155.53,Annual,Karnataka,papaya
36.68,33.54,20.99,28.45,75.17,7.1,51.18,Kharif,Punjab,blackgram
117.11,85.41,122.73,23.76,81.49,5.44,82.88,Rabi,Uttar Pradesh,potato
48.31,26.62,19.69,32.05,38.57,6.95,45.46,Kharif,Uttar Pradesh,pearlmillet
112.92,92.97,124.88,15.53,64.97,5.43,61.54,Rabi,Karnataka,potato
73.29,54.61,34.51,23.25,48.52,6.55,66.75,Zaid,Andhra Pradesh,sunflower
54.43,36.32,15.93,21.62,49.65,6.1,77.19,Kharif,Telangana,fingermillet
116.88,26.18,31.86,20.86,54.3,6.29,42.9,Rabi,Madhya Pradesh,mustard
27.4,71.0,28.29,23.01,68.67,6.65,60.6,Rabi,Madhya Pradesh,lentil
37.6,63.66,36.54,18.57,49.21,6.11,50.62,Rabi,Telangana,peas
82.42,27.04,49.75,28.72,54.13,6.74,71.27,Kharif,Madhya Pradesh,sorghum
24.82,138.48,209.74,25.31,97.7,6.08,105.68,Rabi,Telangana,apple
125.82,73.15,71.72,22.76,56.59,5.37,41.52,Rabi,Uttar Pradesh,cauliflower
30.2,38.64,6.11,20.76,49.13,6.43,63.86,Rabi,Uttar Pradesh,fenugreek
84.68,39.82,23.0,18.41,54.66,5.72,15.0,Rabi,Madhya Pradesh,mustard
84.9,42.68,65.17,23.85,67.79,6.51,57.96,Rabi,Karnataka,onion
29.57,25.3,11.96,20.4,40.71,5.52,41.14,Rabi,Punjab,coriander
29.08,68.97,99.34,18.04,19.37,5.93,74.22,Rabi,Uttar Pradesh,chickpea
128.75,95.17,42.49,33.99,69.49,6.15,87.59,Annual,Maharashtra,banana
150.0,66.58,142.33,28.23,70.69,6.44,142.02,Annual,Maharashtra,sugarcane
16.35,16.67,19.3,27.6,95.52,5.33,156.2,Annual,West Bengal,coconut
122.36,49.31,67.98,26.19,60.99,5.94,90.38,Kharif,Madhya Pradesh,brinjal
77.69,62.98,39.26,21.3,48.51,7.34,45.41,Rabi,Uttar Pradesh,spinach
32.72,36.17,24.6,17.99,42.61,7.16,30.01,Rabi,Madhya Pradesh,fenugreek
96.64,21.69,12.59,21.17,32.8,6.68,164.01,Annual,Kerala,coffee
66.6,65.19,36.4,21.46,49.0,6.86,57.75,Zaid,Madhya Pradesh,sunflower
21.97,42.3,10.89,30.23,89.09,7.17,40.87,Kharif,Madhya Pradesh,mungbean
34.65,33.42,29.52,25.58,47.44,6.98,114.91,Annual,Madhya Pradesh,guava
11.15,115.68,190.0,25.8,82.09,6.41,56.17,Annual,Telangana,grapes
15.43,148.65,188.4,23.88,73.78,6.01,52.66,Annual,Maharashtra,grapes
37.66,16.5,11.22,21.91,88.69,6.28,111.82,Annual,Maharashtra,orange
53.93,39.41,60.9,21.43,82.26,5.5,164.77,Annual,Tamil Nadu,blackpepper
106.92,46.26,65.49,19.7,72.4,6.19,76.62,Kharif,Andhra Pradesh,brinjal
78.04,37.54,65.39,14.86,50.12,6.04,57.25,Rabi,Uttar Pradesh,garlic
23.12,64.57,22.72,26.28,80.74,6.41,70.44,Kharif,Madhya Pradesh,soybean
15.39,20.76,30.78,26.88,93.38,5.5,188.1,Annual,Karnataka,coconut
31.23,40.4,43.63,25.58,88.32,6.1,217.31,Annual,Kerala,blackpepper
37.4,76.64,90.49,16.07,11.87,7.35,109.52,Rabi,Madhya Pradesh,chickpea
61.33,43.35,50.91,19.08,63.81,6.51,32.56,Rabi,West Bengal,onion
73.78,25.63,66.46,17.29,78.78,7.41,47.44,Rabi,Karnataka,onion
25.57,7.81,11.26,21.83,88.96,6.28,78.57,Annual,Karnataka,orange
13.68,18.77,41.07,35.96,32.65,6.48,96.73,Annual,Madhya Pradesh,mango
40.81,29.42,17.61,21.29,40.25,6.14,38.6,Rabi,Maharashtra,fenugreek
77.79,44.03,57.59,29.01,49.85,6.21,70.83,Kharif,Madhya Pradesh,okra
58.64,55.35,59.63,24.16,91.71,6.66,141.52,Annual,Karnataka,papaya
26.32,48.77,64.02,17.3,47.44,6.58,59.69,Rabi,Madhya Pradesh,peas
29.05,23.4,60.0,25.97,81.24,4.92,200.81,Annual,Karnataka,blackpepper
84.92,41.73,52.33,25.03,55.11,6.55,87.61,Kharif,West Bengal,okra
67.16,38.56,18.22,28.29,60.79,5.96,47.27,Zaid,Maharashtra,cucumber
73.91,46.03,94.59,23.83,82.8,6.0,113.92,Kharif,Andhra Pradesh,turmeric
20.7,17.23,41.35,22.06,68.39,6.26,106.79,Annual,Uttar Pradesh,guava
104.28,44.69,42.95,22.25,60.16,6.2,29.23,Rabi,Uttar Pradesh,spinach
24.01,29.4,30.03,31.97,62.25,6.77,106.83,Annual,Punjab,guava
69.13,31.46,23.68,27.95,63.32,5.46,50.99,Kharif,Madhya Pradesh,maize
104.93,76.21,34.77,18.54,51.11,6.75,65.37,Rabi,Madhya Pradesh,wheat
68.98,39.82,71.17,19.98,39.96,5.88,56.97,Rabi,Madhya Pradesh,onion
122.51,64.85,41.47,17.82,40.19,6.35,70.48,Rabi,Andhra Pradesh,wheat
95.58,60.67,24.78,12.42,50.25,7.62,90.51,Rabi,Maharashtra,wheat
35.48,52.86,19.21,17.75,44.37,5.94,37.98,Rabi,Madhya Pradesh,fenugreek
78.99,34.57,46.83,19.45,58.98,6.8,50.56,Rabi,Uttar Pradesh,garlic
49.49,51.86,86.53,27.47,75.49,5.65,158.95,Kharif,Karnataka,turmeric
111.9,69.84,20.98,21.78,63.71,6.7,77.52,Rabi,Punjab,wheat
74.47,28.25,35.14,24.84,90.84,6.25,269.31,Kharif,West Bengal,rice
74.92,30.01,52.51,22.47,82.51,4.99,256.64,Annual,West Bengal,tea
19.46,14.84,43.79,22.48,80.14,6.31,87.46,Annual,Madhya Pradesh,guava
80.27,27.99,26.67,23.11,43.86,6.66,50.55,Rabi,Madhya Pradesh,mustard
77.97,42.47,30.55,22.12,86.09,5.0,235.0,Annual,West Bengal,tea
69.61,51.5,92.76,24.03,80.93,5.99,158.87,Kharif,West Bengal,ginger
85.51,7.23,32.18,30.64,100.0,6.3,33.54,Zaid,Kerala,muskmelon
22.2,20.24,41.23,29.3,93.64,5.86,112.4,Annual,Karnataka,pomegranate
95.53,86.49,118.43,16.14,75.37,4.84,39.85,Rabi,West Bengal,potato
67.06,53.86,57.01,24.49,81.75,6.71,188.14,Kharif,West Bengal,jute
54.69,30.7,32.13,22.96,69.72,6.22,82.38,Kharif,Andhra Pradesh,maize
54.01,46.72,89.07,26.25,81.29,5.86,142.16,Kharif,Andhra Pradesh,turmeric
50.03,52.24,102.21,16.81,85.15,5.4,183.21,Kharif,Karnataka,ginger
25.18,140.32,179.18,31.68,77.04,5.2,64.73,Annual,Karnataka,grapes
102.59,60.62,48.97,27.8,63.8,6.36,84.99,Kharif,West Bengal,brinjal
24.36,110.2,187.3,22.86,79.24,6.06,74.69,Annual,Maharashtra,grapes
22.76,13.36,2.87,21.83,96.18,6.42,111.37,Annual,Karnataka,orange
40.92,55.0,93.76,24.83,87.11,5.3,140.84,Kharif,Telangana,turmeric
51.42,54.93,102.35,27.78,89.14,6.34,151.19,Kharif,Kerala,ginger
51.6,30.96,20.31,27.2,61.55,6.78,35.27,Rabi,Madhya Pradesh,coriander
67.68,40.3,63.37,17.26,67.17,6.77,69.59,Kharif,Andhra Pradesh,okra
122.84,53.75,57.41,25.35,70.86,5.57,62.71,Rabi,Uttar Pradesh,cabbage
24.97,69.18,8.25,27.85,72.16,7.21,45.32,Kharif,Andhra Pradesh,blackgram
24.53,67.33,8.57,20.29,62.85,7.17,51.63,Rabi,Punjab,lentil
17.59,55.45,7.73,24.27,79.15,6.44,34.09,Rabi,West Bengal,lentil
67.41,29.57,45.95,17.5,61.24,6.12,52.79,Rabi,Madhya Pradesh,garlic
18.69,16.51,30.41,24.6,88.55,7.11,105.25,Annual,Uttar Pradesh,pomegranate
63.42,44.43,71.68,15.02,58.32,7.25,46.78,Rabi,Maharashtra,onion
23.54,29.16,31.67,26.08,72.02,6.78,120.88,Annual,Madhya Pradesh,guava
128.58,83.27,56.51,29.96,80.27,6.94,81.49,Annual,West Bengal,banana
124.76,16.74,51.3,30.2,88.63,6.44,46.43,Zaid,Punjab,muskmelon
93.49,60.05,65.44,28.92,64.84,7.03,66.09,Kharif,Andhra Pradesh,tomato
41.17,30.73,68.87,22.46,93.67,5.59,225.58,Annual,Kerala,blackpepper
94.14,48.1,55.48,28.82,63.67,5.77,66.46,Kharif,Punjab,tomato
24.38,73.04,0.0,26.73,68.83,6.46,94.59,Kharif,Madhya Pradesh,pigeonpeas
103.36,72.61,64.84,20.32,66.62,6.53,78.93,Kharif,Andhra Pradesh,tomato
22.41,124.98,205.46,26.64,73.03,6.15,79.79,Annual,Maharashtra,grapes
32.89,55.18,34.66,27.52,57.04,6.81,96.3,Kharif,Tamil Nadu,groundnut
44.32,41.42,26.12,22.87,55.66,6.84,65.09,Kharif,Maharashtra,fingermillet
62.48,34.65,20.28,28.3,56.61,6.12,66.06,Kharif,Karnataka,sorghum
35.71,19.73,60.3,28.67,81.08,5.52,274.83,Annual,Tamil Nadu,cardamom
47.67,54.65,21.05,36.71,57.3,6.74,69.74,Kharif,Maharashtra,blackgram
46.66,39.67,61.08,20.83,83.52,5.29,221.13,Annual,Telangana,blackpepper
137.96,47.3,9.55,20.91,78.11,6.19,86.09,Kharif,Andhra Pradesh,cotton
23.7,134.29,210.0,25.07,99.08,5.43,87.65,Rabi,Punjab,apple
